1,1,54.29,60.78,122.05000000000001,61.45,1,1,1.0
1,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
1,3,89.66,0.0,234.97,65.5,1,1,1.0
2,1,34.1,56.92,122.03999999999999,61.45,1,1,1.0
2,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
2,3,89.66,0.0,234.97,65.5,1,1,1.0
3,1,20.77,51.76,114.77,57.580000000000005,1,1,1.0
3,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
3,3,89.66,0.0,234.97,65.5,1,1,1.0
4,1,1.01,49.61,114.75999999999999,57.58,1,1,1.0
4,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
4,3,89.66,0.0,234.97,65.5,1,1,1.0
5,1,0.0,47.89,93.85,57.58,1,1,1.0
5,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
5,3,89.66,0.0,234.97,65.5,1,1,1.0
6,1,0.0,47.89,78.4,50.709999999999994,1,1,1.0
6,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
6,3,89.66,0.0,234.97,65.5,1,1,1.0
7,1,0.0,43.59,59.5,52.00999999999999,1,1,1.0
7,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
7,3,89.66,0.0,234.97,65.5,1,1,1.0
8,1,0.0,43.59,44.0,44.31,1,1,1.0
8,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
8,3,89.66,0.0,234.97,65.5,1,1,1.0
9,1,0.0,43.59,26.8,38.709999999999994,1,1,1.0
9,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
9,3,89.66,0.0,234.97,65.5,1,1,1.0
10,1,0.0,43.59,13.5,36.61,1,1,1.0
10,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
10,3,89.66,0.0,234.97,65.5,1,1,1.0
10,4,915.44,190.77,44.559999999999945,69.89000000000001,1,1,1.0
11,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
11,3,89.66,0.0,234.97,65.5,1,1,1.0
11,4,866.8,182.1,93.20000000000005,84.50000000000003,1,1,1.0
12,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
12,3,89.66,0.0,234.97,65.5,1,1,1.0
12,4,821.54,168.12,138.46000000000004,101.77999999999997,1,1,1.0
13,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
13,3,89.66,0.0,234.97,65.5,1,1,1.0
13,4,778.3,158.1,181.70000000000005,111.79999999999998,1,1,1.0
14,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
14,3,89.66,0.0,234.97,65.5,1,1,1.0
14,4,733.7,149.4,226.29999999999995,120.49999999999997,1,1,1.0
14,5,0.0,170.01,17.79,57.26000000000002,1,1,1.0
15,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
15,3,89.66,0.0,234.97,65.5,1,1,1.0
15,4,697.1,135.4,262.9,134.49999999999997,1,1,1.0
15,5,0.0,170.01,36.5,67.99000000000001,1,1,1.0
16,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
16,3,89.66,0.0,234.97,65.5,1,1,1.0
16,4,655.2,131.8,275.39,117.6,1,1,1.0
16,5,0.0,170.01,57.0,84.89000000000001,1,1,1.0
17,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
17,3,89.66,0.0,234.97,65.5,1,1,1.0
17,4,611.5,124.67,267.40999999999997,114.02999999999999,1,1,1.0
17,5,0.0,163.77,73.9,104.53,1,1,1.0
18,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
18,3,89.66,0.0,234.97,65.5,1,1,1.0
18,4,581.2,118.43,249.58999999999992,109.57,1,1,1.0
18,5,0.0,163.77,96.2,117.92999999999998,1,1,1.0
19,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
19,3,89.66,0.0,234.97,65.5,1,1,1.0
19,4,543.77,113.09,249.60000000000002,109.56,1,1,1.0
19,5,0.0,168.2,117.6,128.60000000000002,1,1,1.0
20,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
20,3,89.66,0.0,234.97,65.5,1,1,1.0
20,4,514.4,106.85,233.51999999999998,101.55000000000001,1,1,1.0
20,5,0.0,168.2,142.6,136.60000000000002,1,1,1.0
21,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
21,3,89.66,0.0,234.97,65.5,1,1,1.0
21,4,480.5,105.96,227.32000000000005,97.14,1,1,1.0
21,5,0.0,188.7,165.77,134.81,1,1,1.0
22,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
22,3,89.66,0.0,234.97,65.5,1,1,1.0
22,4,450.68,102.38,227.32,97.14000000000001,1,1,1.0
22,5,0.0,194.9,197.85,141.98,1,1,1.0
23,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
23,3,89.66,0.0,234.97,65.5,1,1,1.0
23,4,422.0,94.03,215.44000000000005,94.77000000000001,1,1,1.0
23,5,10.7,198.5,215.78,156.26999999999998,1,1,1.0
24,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
24,3,89.66,0.0,234.97,65.5,1,1,1.0
24,4,395.8,89.26,208.23999999999995,91.14,1,1,1.0
24,5,33.4,204.5,232.43999999999997,168.17000000000002,1,1,1.0
25,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
25,3,89.66,0.0,234.97,65.5,1,1,1.0
25,4,368.4,88.06,202.24,88.74000000000001,1,1,1.0
25,5,56.1,218.8,244.34,171.76,1,1,1.0
26,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
26,3,89.66,0.0,234.97,65.5,1,1,1.0
26,4,346.9,86.87,192.72000000000003,81.63,1,1,1.0
26,5,84.7,235.5,262.26,177.73000000000002,1,1,1.0
27,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
27,3,89.66,0.0,234.97,65.5,1,1,1.0
27,4,329.0,79.71,184.38,81.59000000000002,1,1,1.0
27,5,112.1,243.8,282.58000000000004,193.27999999999997,1,1,1.0
28,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
28,3,89.66,0.0,234.97,65.5,1,1,1.0
28,4,297.98,76.13,184.38,81.59,1,1,1.0
28,5,133.6,248.6,317.14,214.73,1,1,1.0
29,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
29,3,89.66,0.0,234.97,65.5,1,1,1.0
29,4,283.7,76.13,174.8,78.07,1,1,1.0
29,5,167.0,262.9,337.43,231.44,1,1,1.0
29,6,909.85,177.88,50.14999999999998,79.93,1,1,1.0
30,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
30,3,89.66,0.0,234.97,65.5,1,1,1.0
30,4,263.42,72.56,174.8,78.06,1,1,1.0
30,5,199.2,291.5,360.09999999999997,232.66999999999996,1,1,1.0
30,6,859.8,167.1,100.20000000000005,90.71000000000001,1,1,1.0
31,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
31,3,89.66,0.0,234.97,65.5,1,1,1.0
31,4,239.56,71.36,174.8,78.07000000000001,1,1,1.0
31,5,251.7,291.5,383.95,248.5,1,1,1.0
31,6,809.7,146.8,150.29999999999995,111.00999999999999,1,1,1.0
32,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
32,3,89.66,0.0,234.97,65.5,1,1,1.0
32,4,225.29,65.43,159.22,73.28999999999999,1,1,1.0
32,5,299.4,307.0,417.37,233.0,1,1,1.0
32,6,766.8,138.4,193.20000000000005,119.4,1,1,1.0
33,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
33,3,89.66,0.0,234.97,65.5,1,1,1.0
33,4,208.6,64.24,158.02,73.26,1,1,1.0
33,5,343.54,316.54,424.56,223.45999999999998,1,1,1.0
33,6,732.2,131.2,227.79999999999995,126.61000000000001,1,1,1.0
34,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
34,3,89.66,0.0,234.97,65.5,1,1,1.0
34,4,195.5,60.66,147.26,70.84,1,1,1.0
34,5,402.0,351.2,447.22,188.8,1,1,1.0
34,6,689.3,109.7,254.0,124.24999999999999,1,1,1.0
35,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
35,3,89.66,0.0,234.97,65.5,1,1,1.0
35,4,177.61,58.27,147.26,70.84,1,1,1.0
35,5,467.61,363.13,447.22,176.87,1,1,1.0
35,6,641.58,108.51,254.0,124.24,1,1,1.0
36,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
36,3,89.66,0.0,234.97,65.5,1,1,1.0
36,4,165.68,46.34,147.26,70.85,1,1,1.0
36,5,540.36,402.51,397.04999999999995,137.49,1,1,1.0
36,6,598.64,97.77,254.0,124.25000000000001,1,1,1.0
37,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
37,3,89.66,0.0,234.97,65.5,1,1,1.0
37,4,150.2,46.34,136.5,70.86,1,1,1.0
37,5,613.1,441.9,346.9,98.10000000000002,1,1,1.0
37,6,568.8,100.16,233.73000000000002,107.53999999999999,1,1,1.0
38,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
38,3,89.66,0.0,234.97,65.5,1,1,1.0
38,4,132.31,48.73,136.49,70.86000000000001,1,1,1.0
38,5,715.7,476.5,244.29999999999995,63.5,1,1,1.0
38,6,537.8,93.0,221.79000000000008,107.5,1,1,1.0
39,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
39,3,89.66,0.0,234.97,65.5,1,1,1.0
39,4,118.0,42.8,134.1,67.24000000000001,1,1,1.0
39,5,833.8,515.9,126.20000000000005,24.100000000000023,1,1,1.0
39,6,506.8,84.65,215.81,101.54999999999998,1,1,1.0
40,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
40,3,89.66,0.0,234.97,65.5,1,1,1.0
40,4,106.1,39.22,124.53,64.88,1,1,1.0
40,6,472.21,77.49,215.8,101.55,1,1,1.0
41,2,313.98,0.27,398.03999999999996,116.48,1,1,1.0
41,3,89.66,0.0,234.97,65.5,1,1,1.0
41,4,106.1,39.22,117.4,64.88,1,1,1.0
41,6,438.8,76.3,207.45999999999998,101.50000000000001,1,1,1.0
